fips_county,fast_food,grocery
39091,33.0,12.0
39093,219.0,59.0
39095,392.0,76.0
39097,24.0,3.0
39099,211.0,33.0
39101,50.0,13.0
39103,123.0,22.0
39105,18.0,
39107,31.0,7.0
39109,83.0,9.0
39111,11.0,
39113,495.0,83.0
39115,5.0,3.0
39117,16.0,3.0
39119,83.0,11.0
39121,10.0,3.0
39123,36.0,7.0
39125,10.0,4.0
39127,18.0,7.0
39129,39.0,9.0
39131,19.0,6.0
39133,124.0,22.0
39135,25.0,3.0
39137,25.0,3.0
39139,89.0,18.0
39141,53.0,10.0
39143,41.0,14.0
39145,59.0,10.0
39147,27.0,9.0
39149,30.0,7.0
39151,336.0,63.0
39153,505.0,89.0
39155,160.0,39.0
39157,72.0,18.0
39159,31.0,6.0
39161,21.0,4.0
39163,7.0,
39165,136.0,27.0
39167,54.0,12.0
39169,74.0,32.0
39171,30.0,5.0
39173,116.0,16.0
39175,18.0,4.0
40001,12.0,4.0
40005,8.0,4.0
40009,23.0,4.0
40011,7.0,
40013,31.0,4.0
40015,14.0,5.0
40017,91.0,11.0
40019,38.0,9.0
40021,26.0,5.0
40023,10.0,
40027,237.0,34.0
40031,94.0,15.0
40035,7.0,
40037,38.0,7.0
40039,25.0,4.0
40041,12.0,3.0
40047,47.0,10.0
40049,18.0,7.0
40051,28.0,7.0
40053,,4.0
40061,4.0,3.0
40063,5.0,3.0
40065,18.0,
40071,36.0,8.0
40073,8.0,3.0
40075,3.0,3.0
40079,21.0,5.0
40081,16.0,5.0
40083,13.0,3.0
40085,5.0,
40087,26.0,
40089,14.0,5.0
40091,12.0,4.0
40093,4.0,3.0
40095,10.0,4.0
40097,29.0,7.0
40099,12.0,
40101,58.0,11.0
40103,7.0,
40107,3.0,3.0
40109,807.0,109.0
40111,22.0,3.0
40113,22.0,
40115,15.0,
40117,8.0,
40119,67.0,6.0
40121,33.0,5.0
40123,28.0,7.0
40125,67.0,4.0
40127,3.0,3.0
40131,49.0,6.0
40133,18.0,5.0
40135,23.0,9.0
40137,25.0,4.0
40139,11.0,4.0
40141,4.0,
40143,628.0,94.0
40145,30.0,
40147,36.0,7.0
40149,,3.0
40151,5.0,
40153,17.0,4.0
41001,9.0,4.0
41003,71.0,14.0
41005,260.0,51.0
41007,32.0,15.0
41009,26.0,6.0
41011,38.0,17.0
41013,10.0,4.0
41015,12.0,9.0
41017,158.0,33.0
41019,67.0,25.0
41021,3.0,
41023,4.0,5.0
41025,7.0,3.0
41027,25.0,10.0
41029,152.0,41.0
41031,13.0,6.0
41033,55.0,18.0
41035,50.0,18.0
41037,4.0,
41039,302.0,67.0
41041,33.0,18.0
41043,77.0,21.0
41045,18.0,7.0
41047,258.0,41.0
41049,3.0,
41051,741.0,147.0
41053,49.0,7.0
41057,13.0,11.0
41059,44.0,14.0
41061,18.0,7.0
41063,6.0,3.0
41065,18.0,7.0
41067,430.0,82.0
41071,53.0,25.0
42001,68.0,9.0
42003,1086.0,200.0
42005,28.0,11.0
42007,116.0,20.0
42009,28.0,13.0
42011,274.0,71.0
42013,105.0,21.0
42015,38.0,13.0
42017,495.0,87.0
42019,137.0,31.0
42021,101.0,26.0
42023,,3.0
42025,33.0,8.0
42027,111.0,19.0
42029,358.0,66.0
42031,27.0,8.0
42033,45.0,14.0
42035,21.0,7.0
42037,52.0,8.0
42039,44.0,20.0
42041,200.0,33.0
42043,231.0,60.0
42045,428.0,135.0
42047,15.0,7.0
42049,199.0,44.0
42051,92.0,24.0
42055,98.0,28.0
42057,4.0,
42059,34.0,5.0
42061,19.0,4.0
42063,47.0,10.0
42065,32.0,8.0
42067,8.0,6.0
42069,173.0,37.0
42071,355.0,123.0
42073,54.0,13.0
42075,84.0,36.0
42077,270.0,57.0
42079,213.0,69.0
42081,79.0,18.0
42083,28.0,12.0
42085,78.0,13.0
42087,23.0,12.0
42089,106.0,19.0
42091,681.0,141.0
42093,12.0,3.0
42095,233.0,48.0
42097,60.0,22.0
42099,20.0,10.0
42101,1477.0,687.0
42103,24.0,7.0
42105,7.0,5.0
42107,73.0,29.0
42109,30.0,9.0
42111,35.0,17.0
42113,6.0,3.0
42115,19.0,7.0
42117,17.0,7.0
42119,30.0,5.0
42121,24.0,9.0
42123,22.0,8.0
42125,155.0,25.0
42127,22.0,10.0
42129,255.0,51.0
42131,17.0,4.0
42133,333.0,60.0
44001,34.0,5.0
44003,128.0,18.0
44005,84.0,14.0
44007,526.0,130.0
44009,98.0,27.0
45001,12.0,3.0
45003,131.0,24.0
45005,3.0,
45007,155.0,28.0
45009,14.0,3.0
45011,17.0,5.0
45013,135.0,30.0
45015,126.0,27.0
45017,5.0,
45019,388.0,97.0
45021,39.0,9.0
45023,17.0,5.0
45025,23.0,9.0
45027,17.0,4.0
45029,27.0,9.0
45031,38.0,12.0
45033,23.0,8.0
45035,94.0,18.0
45037,6.0,3.0
45039,7.0,
45041,120.0,28.0
45043,38.0,13.0
45045,444.0,102.0
45047,61.0,15.0
45049,17.0,5.0
45051,331.0,66.0
45053,19.0,6.0
45055,35.0,8.0
45057,61.0,19.0
45059,37.0,11.0
45061,8.0,
45063,229.0,53.0
45065,5.0,
45067,25.0,7.0
45069,12.0,4.0
45071,22.0,4.0
45073,46.0,17.0
45075,78.0,20.0
45077,107.0,14.0
45079,343.0,50.0
45081,7.0,
45083,235.0,44.0
45085,71.0,14.0
45087,14.0,3.0
45089,10.0,7.0
45091,159.0,42.0
46003,3.0,
46005,12.0,6.0
46011,23.0,3.0
46013,32.0,6.0
46015,6.0,
46019,6.0,4.0
46023,7.0,4.0
46027,9.0,
46029,20.0,4.0
46033,6.0,
46035,19.0,4.0
46037,4.0,
46051,6.0,4.0
46053,,3.0
46057,,3.0
46059,4.0,
46065,12.0,
46067,3.0,3.0
46077,,4.0
46079,8.0,
46081,23.0,6.0
46083,27.0,11.0
46085,,4.0
46087,,3.0
46093,10.0,4.0
46099,176.0,34.0
46103,84.0,12.0
46109,,3.0
46121,,3.0
46123,5.0,3.0
46125,,3.0
46127,6.0,3.0
46129,8.0,3.0
46135,17.0,
47001,73.0,9.0
47003,26.0,7.0
47005,11.0,4.0
47009,79.0,12.0
47011,88.0,13.0
47013,30.0,8.0
47015,6.0,
47017,12.0,5.0
47019,37.0,8.0
47021,25.0,5.0
47023,10.0,3.0
47025,16.0,8.0
47027,4.0,4.0
47029,20.0,5.0
47031,42.0,9.0
47033,6.0,3.0
47035,35.0,8.0
47037,736.0,109.0
47039,5.0,6.0
47041,6.0,4.0
47043,44.0,7.0
47045,27.0,7.0
47047,15.0,3.0
47049,6.0,4.0
47051,19.0,4.0
47053,27.0,12.0
47055,25.0,4.0
47057,9.0,4.0
47059,47.0,16.0
47061,3.0,3.0
47063,60.0,12.0
47065,350.0,63.0
47069,12.0,5.0
47071,15.0,4.0
47073,29.0,9.0
47075,17.0,
47077,17.0,4.0
47079,28.0,4.0
47081,7.0,3.0
47083,5.0,3.0
47085,12.0,3.0
47089,35.0,4.0
47091,14.0,
47093,453.0,64.0
47097,7.0,4.0
47099,29.0,6.0
47101,8.0,3.0
47103,20.0,3.0
47105,40.0,8.0
47107,38.0,7.0
47109,17.0,4.0
47111,12.0,3.0
47113,92.0,12.0
47115,21.0,3.0
47117,22.0,
47119,86.0,12.0
47121,4.0,3.0
47123,35.0,12.0
47125,145.0,23.0
47127,3.0,
47129,5.0,4.0
47131,20.0,4.0
47133,12.0,8.0
47135,4.0,
47137,4.0,
47139,8.0,
47141,56.0,14.0
47143,23.0,5.0
47145,37.0,6.0
47147,54.0,7.0
47149,266.0,29.0
47151,16.0,4.0
47153,9.0,
47155,115.0,21.0
47157,802.0,150.0
47159,8.0,3.0
47161,4.0,
47163,159.0,17.0
47165,111.0,17.0
47167,29.0,8.0
47169,4.0,3.0
47171,13.0,3.0
47173,8.0,
47177,23.0,3.0
47179,118.0,19.0
47181,3.0,3.0
47183,21.0,4.0
47185,16.0,4.0
47187,209.0,23.0
47189,113.0,13.0
48001,27.0,4.0
48003,10.0,
48005,60.0,12.0
48007,14.0,
48013,28.0,4.0
48015,17.0,4.0
48017,4.0,
48019,9.0,3.0
48021,49.0,9.0
48023,3.0,
48025,17.0,
48027,259.0,33.0
48029,1463.0,171.0
48031,13.0,3.0
48035,11.0,6.0
48037,109.0,15.0
48039,250.0,36.0
48041,199.0,18.0
48043,9.0,6.0
48047,7.0,
48049,35.0,6.0
48051,8.0,3.0
48053,35.0,
48055,22.0,6.0
48057,13.0,
48059,11.0,3.0
48061,295.0,38.0
48063,8.0,
48065,3.0,
48067,22.0,3.0
48069,5.0,
48071,38.0,5.0
48073,29.0,5.0
48075,9.0,
48077,4.0,
48081,,3.0
48083,7.0,
48085,965.0,108.0
48087,4.0,
48089,18.0,5.0
48091,123.0,9.0
48093,8.0,
48097,32.0,4.0
48099,38.0,3.0
48103,3.0,
48105,6.0,
48111,7.0,
48113,2406.0,401.0
48115,11.0,
48117,9.0,
48121,707.0,75.0
48123,17.0,
48127,8.0,3.0
48129,4.0,
48131,4.0,
48133,17.0,4.0
48135,133.0,14.0
48139,134.0,19.0
48141,638.0,106.0
48143,42.0,5.0
48145,6.0,3.0
48147,14.0,4.0
48149,20.0,5.0
48153,5.0,
48157,529.0,107.0
48159,8.0,
48161,13.0,
48163,16.0,3.0
48165,14.0,3.0
48167,256.0,46.0
48169,6.0,
48171,18.0,4.0
48175,3.0,
48177,15.0,
48179,14.0,3.0
48181,92.0,13.0
48183,161.0,17.0
48185,10.0,
48187,80.0,9.0
48189,25.0,5.0
48193,10.0,
48195,3.0,
48199,39.0,6.0
48201,3782.0,787.0
48203,39.0,10.0
48207,7.0,
48209,177.0,14.0
48213,67.0,7.0
48215,468.0,77.0
48217,31.0,6.0
48219,14.0,
48221,50.0,9.0
48223,28.0,
48225,12.0,3.0
48227,30.0,
48231,66.0,10.0
48233,16.0,4.0
48237,6.0,
48239,10.0,3.0
48241,23.0,4.0
48245,198.0,36.0
48247,5.0,3.0
48249,29.0,7.0
48251,132.0,15.0
48253,7.0,
48255,13.0,
48257,99.0,15.0
48259,35.0,
48265,50.0,6.0
48267,5.0,
48271,4.0,
48273,26.0,3.0
48277,39.0,5.0
48279,7.0,5.0
48281,10.0,
48283,7.0,3.0
48285,10.0,4.0
48287,16.0,
48289,9.0,4.0
48291,44.0,11.0
48293,14.0,3.0
48297,13.0,
48299,15.0,3.0
48303,299.0,26.0
48307,10.0,
48309,214.0,26.0
48313,23.0,
48315,7.0,
48319,3.0,
48321,21.0,4.0
48323,33.0,7.0
48325,27.0,7.0
48329,153.0,11.0
48331,19.0,5.0
48333,3.0,
48335,6.0,
48337,12.0,
48339,401.0,53.0
48341,15.0,5.0
48343,11.0,5.0
48347,41.0,9.0
48349,29.0,7.0
48353,16.0,
48355,324.0,30.0
48357,3.0,3.0
48361,61.0,10.0
48363,27.0,3.0
48365,13.0,3.0
48367,84.0,7.0
48369,3.0,3.0
48371,9.0,3.0
48373,20.0,5.0
48375,119.0,16.0
48377,4.0,
48379,8.0,
48381,90.0,10.0
48383,3.0,
48387,5.0,
48389,13.0,
48391,9.0,
48395,8.0,4.0
48397,90.0,13.0
48399,4.0,3.0
48401,31.0,3.0
48405,3.0,3.0
48407,6.0,4.0
48409,55.0,7.0
48411,5.0,
48415,19.0,
48419,12.0,4.0
48423,200.0,30.0
48425,9.0,
48427,38.0,8.0
48429,5.0,
48435,4.0,
48439,1796.0,240.0
48441,144.0,12.0
48445,9.0,
48449,29.0,5.0
48451,94.0,10.0
48453,1001.0,151.0
48455,6.0,
48457,10.0,
48459,17.0,5.0
48463,25.0,
48465,37.0,4.0
48467,38.0,6.0
48469,76.0,7.0
48471,36.0,9.0
48473,23.0,4.0
48475,7.0,
48477,28.0,3.0
48479,194.0,26.0
48481,35.0,8.0
48483,5.0,4.0
48485,110.0,11.0
48487,12.0,
48489,8.0,
48491,397.0,46.0
48493,26.0,4.0
48495,4.0,3.0
48497,39.0,9.0
48499,21.0,4.0
48501,9.0,
48503,18.0,
48505,5.0,4.0
48507,4.0,
49001,8.0,
49003,37.0,5.0
49005,92.0,16.0
49007,14.0,4.0
49011,260.0,21.0
49013,13.0,6.0
49015,7.0,6.0
49017,6.0,5.0
49019,12.0,3.0
49021,46.0,4.0
49023,12.0,
49025,9.0,4.0
49027,14.0,5.0
49033,11.0,
49035,1021.0,157.0
49037,6.0,
49039,12.0,4.0
49041,20.0,3.0
49043,43.0,11.0
49045,27.0,5.0
49047,20.0,
49049,464.0,49.0
49051,18.0,5.0
49053,137.0,18.0
49055,5.0,
49057,174.0,27.0
50001,17.0,12.0
50003,27.0,13.0
50005,22.0,9.0
50007,124.0,46.0
50011,24.0,15.0
50013,,5.0
50015,20.0,10.0
50017,9.0,6.0
50019,9.0,14.0
50021,43.0,19.0
50023,40.0,19.0
50025,39.0,22.0
50027,38.0,23.0
51001,19.0,7.0
51003,70.0,17.0
51005,10.0,
51007,7.0,
51009,20.0,5.0
51011,7.0,
51013,250.0,48.0
51015,32.0,10.0
51019,29.0,9.0
51021,4.0,
51023,16.0,6.0
51025,4.0,
51027,11.0,6.0
51031,31.0,7.0
51033,12.0,4.0
51035,10.0,5.0
51037,3.0,
51041,232.0,55.0
51043,7.0,
51045,,3.0
51047,36.0,11.0
51051,6.0,4.0
51053,10.0,6.0
51057,8.0,
51059,1009.0,196.0
51061,52.0,8.0
51063,4.0,3.0
51065,6.0,
51067,27.0,4.0
51069,45.0,8.0
51071,15.0,5.0
51073,23.0,6.0
51075,9.0,
51079,11.0,
51083,28.0,9.0
51085,84.0,14.0
51087,315.0,72.0
51089,32.0,9.0
51093,22.0,6.0
51095,39.0,14.0
51099,17.0,
51101,8.0,
51103,8.0,3.0
51105,8.0,6.0
51107,295.0,57.0
51109,12.0,4.0
51111,,4.0
51113,6.0,4.0
51115,5.0,
51117,28.0,5.0
51119,7.0,3.0
51121,75.0,11.0
51125,5.0,
51127,8.0,3.0
51131,11.0,
51133,3.0,3.0
51135,9.0,
51137,29.0,4.0
51139,18.0,4.0
51141,8.0,
51143,14.0,6.0
51145,10.0,3.0
51147,17.0,
51149,14.0,
51153,340.0,69.0
51155,36.0,4.0
51161,55.0,11.0
51163,12.0,4.0
51165,30.0,10.0
51167,19.0,
51169,15.0,5.0
51171,24.0,6.0
51173,19.0,6.0
51175,4.0,3.0
51177,90.0,21.0
51179,90.0,14.0
51183,7.0,
51185,32.0,7.0
51187,24.0,6.0
51191,36.0,13.0
51193,3.0,5.0
51195,28.0,7.0
51197,25.0,6.0
51199,62.0,8.0
51510,127.0,42.0
51520,36.0,5.0
51530,6.0,
51540,72.0,24.0
51550,213.0,33.0
51570,42.0,4.0
51580,9.0,
51590,67.0,17.0
51595,11.0,3.0
51600,83.0,17.0
51610,32.0,12.0
51620,11.0,
51630,54.0,7.0
51640,14.0,5.0
51650,123.0,26.0
51660,70.0,18.0
51670,19.0,5.0
51678,10.0,
51680,99.0,12.0
51683,60.0,17.0
51685,5.0,
51690,20.0,5.0
51700,170.0,36.0
51710,251.0,44.0
51720,11.0,
51730,43.0,12.0
51735,8.0,
51740,82.0,15.0
51750,10.0,
51760,199.0,55.0
51770,92.0,25.0
51775,33.0,5.0
51790,28.0,8.0
51800,70.0,17.0
51810,483.0,91.0
51820,26.0,7.0
51830,25.0,4.0
51840,50.0,7.0
53001,10.0,8.0
53003,12.0,3.0
53005,124.0,24.0
53007,58.0,20.0
53009,37.0,14.0
53011,259.0,63.0
53015,67.0,17.0
53017,10.0,9.0
53019,,5.0
53021,44.0,18.0
53025,54.0,29.0
53027,48.0,29.0
53029,30.0,13.0
53031,19.0,13.0
53033,1832.0,490.0
53035,164.0,44.0
53037,41.0,11.0
53039,7.0,6.0
53041,53.0,23.0
53043,5.0,4.0
53045,27.0,10.0
53047,18.0,19.0
53049,12.0,12.0
53051,3.0,7.0
53053,541.0,160.0
53055,11.0,13.0
53057,83.0,26.0
53059,5.0,
53061,560.0,151.0
53063,368.0,77.0
53065,21.0,9.0
53067,176.0,49.0
53071,32.0,16.0
53073,129.0,34.0
53075,26.0,9.0
53077,141.0,70.0
54001,9.0,3.0
54003,77.0,12.0
54005,6.0,6.0
54007,10.0,
54009,17.0,4.0
54011,100.0,16.0
54019,25.0,8.0
54021,3.0,
54023,6.0,4.0
54025,29.0,4.0
54027,8.0,3.0
54029,22.0,9.0
54031,5.0,
54033,67.0,13.0
54035,22.0,3.0
54037,35.0,7.0
54039,188.0,30.0
54041,15.0,
54043,,5.0
54045,25.0,9.0
54047,5.0,6.0
54049,43.0,8.0
54051,19.0,4.0
54053,11.0,
54055,33.0,11.0
54057,15.0,9.0
54059,6.0,6.0
54061,128.0,12.0
54065,4.0,4.0
54067,18.0,4.0
54069,45.0,9.0
54071,4.0,
54073,5.0,
54075,,4.0
54077,10.0,3.0
54079,58.0,9.0
54081,57.0,14.0
54083,13.0,3.0
54085,4.0,
54087,5.0,3.0
54089,4.0,
54091,9.0,
54093,4.0,
54095,4.0,
54097,15.0,4.0
54099,19.0,7.0
54103,13.0,4.0
54107,82.0,10.0
54109,5.0,4.0
55001,5.0,
55003,8.0,5.0
55005,27.0,11.0
55007,3.0,5.0
55009,187.0,31.0
55011,3.0,4.0
55013,7.0,3.0
55015,20.0,4.0
55017,33.0,6.0
55019,11.0,7.0
55021,36.0,8.0
55023,7.0,4.0
55025,452.0,81.0
55027,37.0,11.0
55029,23.0,12.0
55031,24.0,7.0
55033,23.0,6.0
55035,85.0,12.0
55039,65.0,14.0
55041,3.0,
55043,19.0,14.0
55045,22.0,9.0
55047,8.0,3.0
55049,11.0,3.0
55053,16.0,4.0
55055,52.0,13.0
55057,12.0,5.0
55059,119.0,28.0
55061,8.0,4.0
55063,90.0,11.0
55065,7.0,3.0
55067,12.0,4.0
55069,18.0,6.0
55071,40.0,11.0
55073,79.0,25.0
55075,27.0,8.0
55077,6.0,3.0
55079,645.0,215.0
55081,21.0,8.0
55083,18.0,5.0
55085,22.0,9.0
55087,131.0,23.0
55089,62.0,12.0
55091,6.0,
55093,19.0,6.0
55095,27.0,14.0
55097,48.0,6.0
55099,5.0,4.0
55101,128.0,37.0
55103,8.0,4.0
55105,112.0,23.0
55107,5.0,
55109,57.0,10.0
55111,54.0,16.0
55113,8.0,3.0
55115,22.0,7.0
55117,76.0,16.0
55119,6.0,
55121,13.0,8.0
55123,11.0,6.0
55125,14.0,6.0
55127,74.0,15.0
55129,5.0,4.0
55131,89.0,17.0
55133,287.0,50.0
55135,34.0,9.0
55137,7.0,6.0
55139,116.0,19.0
55141,44.0,11.0
56001,28.0,4.0
56003,4.0,3.0
56005,30.0,4.0
56007,9.0,4.0
56009,4.0,
56011,3.0,4.0
56013,24.0,6.0
56015,7.0,3.0
56017,3.0,
56019,7.0,4.0
56021,67.0,6.0
56023,8.0,5.0
56025,50.0,7.0
56029,18.0,3.0
56031,5.0,
56033,24.0,8.0
56035,,3.0
56037,31.0,5.0
56039,17.0,9.0
56041,15.0,
56043,3.0,3.0
56045,3.0,4.0
